t,F,0,l/4,l/2,3l/4,l
2.0202020202020203,89.64091957091462,0.0916913576745303,0.03255069041123853,0.0511732662302536,0.012745688993913309,-0.09053575221016284
2.121212121212121,46.60239162077723,0.08676306978818589,0.032965201717580786,0.041694442930962604,-0.0015643672677245794,-0.11787969754263322
2.2222222222222223,71.73905166261375,0.07443696653645761,0.026678622157163746,0.028816362437323804,-0.016767253880828975,-0.14194556679182524
2.323232323232323,39.37059120096716,0.05472363902880488,0.013045878454498224,0.014076815038138993,-0.03090828506555689,-0.1578126415102138
2.4242424242424243,88.50321398354374,0.02786925601559775,-0.007628126730829762,-0.0009014452819381143,-0.04229980377069152,-0.16011766811345665
2.525252525252525,67.40037497335292,-0.005506041805813148,-0.034035058264890276,-0.014650429034444431,-0.04979655000241626,-0.14389113093563777
2.6262626262626263,16.737524492937073,-0.04412366754771777,-0.06382613419660382,-0.026145615789343185,-0.05297383420617121,-0.10545894112891378
2.727272727272727,81.08476188928375,-0.08576056777366128,-0.09367581382634713,-0.03491722198621917,-0.052102110311406234,-0.04320814579553705
2.8282828282828283,87.37277543740723,-0.12717758600729706,-0.1195660295958221,-0.0409436575663809,-0.04787668589603633,0.04179519556299882
2.929292929292929,33.166289632805515,-0.16442076636549227,-0.1372966185997808,-0.04452982595502889,-0.04099913270005264,0.14531556103844592
3.0303030303030303,76.04909299947444,-0.1934419708246261,-0.1430605345632094,-0.04631934921901024,-0.0317973156181795,0.2597300066510146
3.131313131313131,83.09630563691977,-0.21077703219895375,-0.13394143287888632,-0.04732351353056717,-0.020068731446382493,0.3743075515765509
3.2323232323232323,12.275497500539071,-0.21404460492243865,-0.10833983421256944,-0.04874954227080749,-0.00527203415978388,0.4760812521810256
3.333333333333333,15.393291027206402,-0.20218924731168453,-0.06632908665072257,-0.05164513635280615,0.012968632536349977,0.5512096333179624
3.4343434343434343,53.92290531778029,-0.17546188251214878,-0.009834621385279008,-0.056604102951722135,0.034323434011980285,0.5866423020519631
3.5353535353535355,43.7529595261517,-0.1352105717998385,0.057454884904442075,-0.06366690905574483,0.05746782526890532,0.5719101271198505
3.636363636363636,53.92420903016372,-0.08366922960930813,0.13043098623608954,-0.07230024048752395,0.08008208314029665,0.5008122180673518
3.7373737373737375,77.77637611728498,-0.023871524371718925,0.20304356030939258,-0.08135261905642402,0.09908751044843125,0.37271083016284184
3.8383838383838382,66.41331125300829,0.04037581327220543,0.2687788766536042,-0.08908013712191942,0.11109918775191312,0.19318036569054928
3.939393939393939,63.22293597863965,0.104601855204922,0.32112716711613765,-0.09332534371268533,0.11297212536946598,-0.026122366504104398
4.040404040404041,92.04782299798384,0.1639354266408844,0.3540774712896226,-0.09178214478938997,0.10231907485792363,-0.2683627586636241
4.141414141414141,46.19698259817331,0.2135456566529485,0.3626196801872583,-0.08225956517003492,0.07802026610213648,-0.513095013525695
4.242424242424242,47.23076972933099,0.24921803563149555,0.3432601171834189,-0.06293175988280247,0.04069454620206307,-0.7382614265379913
4.343434343434343,35.50125766137406,0.2679144329715358,0.29456060179392524,-0.03263434767996697,-0.007065459255674686,-0.9223375646133013
4.444444444444445,94.8061558414501,0.2681997631738727,0.21759329327557636,0.008779044161998685,-0.06083974719753464,-1.0464603809021482
4.545454545454545,95.691167967131,0.2505370230383707,0.11615738605811464,0.06014480146082639,-0.11484687074917556,-1.0964513074389772
4.646464646464646,45.595389477026096,0.21740371439417494,-0.0033402235238647487,0.11888572608218309,-0.16261866008506776,-1.064485864594506
4.747474747474747,75.15400520195672,0.17307952652156433,-0.13238069613873088,0.1811175371214438,-0.19784649741653867,-0.9500718162509624
4.848484848484849,84.32719375865761,0.12302688296536653,-0.26111586524319186,0.24194340787874613,-0.21529925978623077,-0.7601753174065067
4.94949494949495,77.80737993845135,0.07300435025171215,-0.37924991920065315,0.2959012697320554,-0.21157790984019292,-0.508535601643753
5.05050505050505,28.734817068988058,0.028196778834895953,-0.47692210347670244,0.33749288294284,-0.1855367821455326,-0.21427009238253733
5.151515151515151,41.78249561876316,-0.00745636648777558,-0.5455473627939189,0.3616757013906253,-0.13842191393742811,0.10004404747726055
5.252525252525253,91.98356344683326,-0.03173379497975801,-0.5785305719021357,0.3642432560332007,-0.07381857626085107,0.4105115197203646
5.353535353535354,59.11741695917944,-0.04442195905270881,-0.5718463818415355,0.3421475399164443,0.0026335927996423243,0.6940367500868172
5.454545454545454,72.71238741348022,-0.047351247192803925,-0.5245369295147256,0.2938383185206921,0.08381966809230597,0.9302633696050685
5.555555555555555,20.401864665026743,-0.044105381506947317,-0.4390329899910021,0.21960246147874266,0.16196856821771788,1.1031559887426579
5.656565656565657,73.86368135357749,-0.039464926770366206,-0.321089101814132,0.12183148296797752,0.22952324555598877,1.2020993799480777
5.757575757575758,43.22186232771495,-0.03875146800430163,-0.17928406312273018,0.005137901197867279,0.2798378750371023,1.2225384755680702
5.858585858585858,90.74109818218918,-0.04714455362587956,-0.024266185978571747,-0.12377704911619856,0.3076479996178519,1.1661704108046933
5.959595959595959,70.42197873361472,-0.06889175950310815,0.13211055300967406,-0.2565534964546046,0.3094516890390986,1.0405872894135362
6.0606060606060606,21.861399327183012,-0.10639006233207919,0.2777857221069267,-0.3838356774404208,0.2839179578284738,0.8583251278614309
6.161616161616162,43.00762110717635,-0.15937482932415745,0.4016201242832429,-0.49606566879679154,0.23225562475422665,0.6354220573095264
6.262626262626262,18.45567242998262,-0.2245606002140957,0.49446643462331463,-0.5842997496570719,0.15835106359523088,0.3896484477444336
6.363636363636363,97.43757544446164,-0.29583331061310447,0.5499770310029829,-0.640915393460611,0.06855242548979332,0.13865748360732968
6.4646464646464645,76.48072689884086,-0.3648369163895573,0.5650676386703367,-0.6601472342071308,-0.02888013774412746,-0.10160130557547778
6.565656565656566,35.59997453359811,-0.4218238921111774,0.5400421971210843,-0.6385082654235329,-0.12457905440735027,-0.31799026686808324
6.666666666666667,50.582999554983125,-0.45675367304287146,0.4784484079555178,-0.5751722223407314,-0.2090532382876594,-0.5008221878844362
6.767676767676767,25.840348031671617,-0.46059352446390633,0.38675068089658365,-0.4722886804421286,-0.27374742430066684,-0.6440807931821635
6.8686868686868685,89.19429659540091,-0.4266224715071636,0.27380366641903536,-0.33509884319628613,-0.3120014593635674,-0.7452523668996205
6.96969696969697,59.140865227278255,-0.35145878394746216,0.15008398514047017,-0.17174665675760373,-0.31977719608142313,-0.8048579900275926
7.070707070707071,48.35350694408135,-0.23566755534166708,0.026749313528648646,0.007250355746787665,-0.2961724275578473,-0.8257944125962595
7.171717171717171,97.04477788049935,-0.08398585343775725,-0.0854125041485146,0.18984807990082597,-0.24372273081521684,-0.8125783910527482
7.272727272727272,41.657198827632286,0.09480831471109123,-0.177121361621991,0.3634900663739069,-0.16830993457808613,-0.7706291017717634
7.373737373737374,41.46394575864424,0.28848038940986426,-0.2416735846408406,0.5161036927575439,-0.078514126715941,-0.705690113054879
7.474747474747475,39.8015283949873,0.48244557221275913,-0.2756856420215284,0.6370386365091734,0.015464302382874242,-0.6233580677050181
7.575757575757575,75.49647169008504,0.6612236087049831,-0.2793315772968109,0.7179694629292074,0.1029922261963398,-0.5286500879159249
7.6767676767676765,43.90799709093197,0.8098844458596712,-0.2560200019870457,0.7536999035183807,0.1741012513607672,-0.4256846995903837
7.777777777777778,30.76002711977452,0.9152580812516481,-0.21162526196808398,0.7427371764246677,0.2205027458277316,-0.31762981860115563
7.878787878787879,43.03891571132871,0.9669325293894766,-0.15356168663879355,0.6874835222927896,0.23652048786006852,-0.20690948489486405
7.979797979797979,58.26547258235104,0.9580685470049369,-0.08995337651709459,0.5939200882411407,0.21979727683998343,-0.09549954771472689
8.080808080808081,27.44931219208156,0.8859342722686635,-0.028910288570709392,0.47077240088252686,0.17164899156915983,0.014838995129654656
8.181818181818182,61.58619696386797,0.752108288523607,0.022195098318345582,0.32832820093325216,0.09705155686702993,0.12245575919757597
8.282828282828282,87.27046105125238,0.5623794281469462,0.05743790278264036,0.17720103134973098,0.004241685883110324,0.225791847436812
8.383838383838384,55.00450106968543,0.3263434087469818,0.07292249240228811,0.02727099549138096,-0.09608640146045035,0.32331386053042965
8.484848484848484,90.38867861757856,0.05676051936394462,0.06715239760826847,-0.1131031525612128,-0.19193391032777632,0.41330980055272726
8.585858585858587,25.2234910310601,-0.2311458779582594,0.0411623562761624,-0.23752906683382286,-0.2713778654104407,0.4936034158999134
8.686868686868687,90.24431456075152,-0.520375249499785,-0.0015825514149348816,-0.3416304086395841,-0.3239728306087513,0.5613816518008127
8.787878787878787,27.52362535676358,-0.7929075637037379,-0.05552744326670573,-0.42280696348145513,-0.3419400777630822,0.613279344208422
8.88888888888889,37.90436284020722,-1.0305969485945143,-0.11363566878800743,-0.4799193498733026,-0.3209902973952,0.6456849838030367
8.98989898989899,42.94381148517353,-1.216246217979356,-0.1682018311419359,-0.51301434232469,-0.260750219743714,0.6552027161763111
9.09090909090909,15.010397652426205,-1.3349107751111382,-0.21170259484894258,-0.5230676863888946,-0.16488393290792064,0.6392398494019597
9.191919191919192,37.89649077930001,-1.3753292016549523,-0.23757719776924682,-0.5117286473515341,-0.040973573600851125,0.5965747819308104
9.292929292929292,16.436797582409234,-1.3312323046296282,-0.24093647607366628,-0.4811410478457373,0.09996647901931628,0.5276937822852212
9.393939393939394,98.30605458153582,-1.2022754058231404,-0.21918174583205588,-0.43390235448724157,0.24449107067365103,0.43485484719551554
9.494949494949497,11.29535470985408,-0.9943860468765052,-0.17241823941252726,-0.37307930712742743,0.3781578334934964,0.32201093892929084
9.595959595959595,85.0971276248822,-0.7194254964505464,-0.1035278459930978,-0.30211755204596125,0.48716012571962886,0.19465318839308782
9.696969696969695,16.606832061184775,-0.39423823055417145,-0.01786313644594363,-0.22461029236764155,0.5599068683635122,0.05949773158985274
9.797979797979798,27.67018923745506,-0.039299282490622554,0.07737157071968055,-0.14404850410133468,0.5882600921859584,-0.07603029321820338
9.8989898989899,99.687573793843,0.32283685592374284,0.1739184541515947,-0.06364019624767177,0.5682570344912391,-0.20446193238431595
10.0,69.46342984856915,0.6691868165598153,0.26327770972193415,0.013809348184651241,0.500389829993841,-0.31899411255053456
